UserId,UserName,Followers,TotalTweets,TotalLikes,AverageLikes,MeanLikes,TotalReplies,AverageReplies,MeanReplies,TotalRetweets,AverageRetweets,MeanRetweets,LogFollowers,LogRetweets,PopularityCluster
2804920027,Raffaele Roshan Giordano ar-R?z?,1317,1,4,4.0,4.0,0,0.0,0.0,1,1.0,1.0,7.18,0.69,8
722517985123020801,Sensus communis,1314,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.18,1.61,8
270298971,Mike Oliver,1312,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.18,1.61,8
2222746729,Ulli Sonderm.-Becker,1311,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,7.18,1.1,8
1100018070444273664,Silvana,1309,2,3,1.5,1.5,2,1.0,1.0,6,3.0,3.0,7.18,1.95,8
1380057549563686913,?Sunshinelover?,1309,1,0,0.0,0.0,1,1.0,1.0,3,3.0,3.0,7.18,1.39,8
2439467670,jake,1306,1,124,124.0,124.0,1,1.0,1.0,11,11.0,11.0,7.18,2.48,8
857157832038330368,skaeptisch,1304,1,12,12.0,12.0,1,1.0,1.0,1,1.0,1.0,7.17,0.69,8
1173501470345445376,Andy Niklaus,1294,2,0,0.0,0.0,1,0.5,0.5,4,2.0,2.0,7.17,1.61,8
705395734376542208,Gwen ??????,1292,1,40,40.0,40.0,0,0.0,0.0,3,3.0,3.0,7.16,1.39,8
3963583343,Alter Donauwels,1291,3,2,0.0,0.67,1,0.0,0.33,5,0.0,1.67,7.16,1.79,8
4886774667,Heiko Blomenkamp ??,1288,32,11,0.0,0.34,32,1.0,1.0,2,0.0,0.06,7.16,1.1,8
1114218175,Florian Schmidt,1285,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,7.16,2.3,8
1134079169451700224,Robert Schuh,1284,3,6,1.0,2.0,3,1.0,1.0,2,0.0,0.67,7.16,1.1,8
885351962899775488,Erwin Dopfer,1283,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,7.16,1.1,8
3835096054,Zeitspur,1280,1,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,7.16,0.69,8
1024562464388726785,Jens von den Berken,1279,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,7.15,2.3,8
1707335858,? Frau Fink,1278,1,0,0.0,0.0,1,1.0,1.0,11,11.0,11.0,7.15,2.48,8
895693223368081408,Melissa BakerLhermit,1278,2,0,0.0,0.0,2,1.0,1.0,4,2.0,2.0,7.15,1.61,8
254468413,verbalstrahl ???+??,1277,2,7,3.5,3.5,2,1.0,1.0,1,0.5,0.5,7.15,0.69,8
2194717111,Rembrandt1405 #FightEveryCrisis ?????,1277,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.15,1.61,8
18489888,Monimonster,1276,1,117,117.0,117.0,1,1.0,1.0,1,1.0,1.0,7.15,0.69,8
218916795,Sarecha,1262,2,8,4.0,4.0,0,0.0,0.0,4,2.0,2.0,7.14,1.61,8
408330487,Staythefhome Gaston ???? ???,1262,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,7.14,2.08,8
1859382319,Heinz Klarname ?? ?? ?,1260,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,7.14,1.1,8
724859751939629056,Vanessa K Abrahamson,1257,1,0,0.0,0.0,1,1.0,1.0,10,10.0,10.0,7.14,2.4,8
782672448323932160,Paul Visser,1257,1,0,0.0,0.0,1,1.0,1.0,3,3.0,3.0,7.14,1.39,8
1025728284733124613,troublenow,1254,2,87,43.5,43.5,1,0.5,0.5,8,4.0,4.0,7.13,2.2,8
1552814923,SpreeBear ?? ?? ??,1250,2,0,0.0,0.0,2,1.0,1.0,6,3.0,3.0,7.13,1.95,8
751762445732044800,Stoffel ?,1250,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,7.13,1.1,8
431469216,Enavigo,1247,1,9,9.0,9.0,0,0.0,0.0,1,1.0,1.0,7.13,0.69,8
1216766464537088001,Bö_Boefrost,1243,1,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,7.13,0.69,8
227563087,"Larry Burk, MD, CEHP",1240,1,3,3.0,3.0,0,0.0,0.0,3,3.0,3.0,7.12,1.39,8
458316326,Willi_Reloaded,1240,1,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,7.12,0.69,8
15806521,Mugwump,1237,1,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,7.12,0.69,8
2834568743,AG Kommunikation ??,1237,1,5,5.0,5.0,1,1.0,1.0,2,2.0,2.0,7.12,1.1,8
747888554,Miguel Pereira,1235,1,0,0.0,0.0,1,1.0,1.0,10,10.0,10.0,7.12,2.4,8
1366871750286409730,JACKRABBITSLIM,1231,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,7.12,1.1,8
1391659864519331840,Petra Hamann/Freie Journalistin/Berlin,1229,1,2,2.0,2.0,0,0.0,0.0,3,3.0,3.0,7.11,1.39,8
4904619394,????? ??#IStandWithUkraine ??????,1228,2,0,0.0,0.0,2,1.0,1.0,5,2.5,2.5,7.11,1.79,8
965560075334115328,Sylvia ??,1228,3,24,7.0,8.0,0,0.0,0.0,1,0.0,0.33,7.11,0.69,8
771316620014850048,Hermann Wolf,1225,1,4,4.0,4.0,0,0.0,0.0,7,7.0,7.0,7.11,2.08,8
17051392,davepermen ?????,1221,1,0,0.0,0.0,1,1.0,1.0,12,12.0,12.0,7.11,2.56,8
4884586954,Makedonien.mk,1221,1,5,5.0,5.0,0,0.0,0.0,3,3.0,3.0,7.11,1.39,8
1427529684095545375,artificialFly,1218,1,0,0.0,0.0,0,0.0,0.0,1,1.0,1.0,7.11,0.69,8
1091977395131830272,Thomas (in dubio Prosecco),1210,3,96,35.0,32.0,0,0.0,0.0,8,1.0,2.67,7.1,2.2,8
715516274227421184,AG Gesundheit+Pflege,1201,1,0,0.0,0.0,1,1.0,1.0,1,1.0,1.0,7.09,0.69,8
607578214,Robert,1200,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.09,1.61,8
1133357945130029057,Socius & Politicus ???,1199,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,7.09,2.2,8
973260149115768832,Brunö B. ??????????,1193,2,2,1.0,1.0,1,0.5,0.5,1,0.5,0.5,7.09,0.69,8
20310932,Petra Ricketts ??,1189,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,7.08,1.79,8
745498547328421888,Ingrid fit71 ???,1188,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.08,1.61,8
2953532961,WeCo14 (+same on @GETTR),1185,3,7,2.0,2.33,3,1.0,1.0,10,1.0,3.33,7.08,2.4,8
61778274,Red ??,1182,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,7.08,1.95,8
2349326671,me64 ???,1176,2,7,3.5,3.5,2,1.0,1.0,1,0.5,0.5,7.07,0.69,8
906078581377392640,Sabine Leopold,1173,1,19,19.0,19.0,0,0.0,0.0,1,1.0,1.0,7.07,0.69,8
1141052252737757185,Gaudenz Tscharner ???????????? ??,1172,1,100,100.0,100.0,0,0.0,0.0,12,12.0,12.0,7.07,2.56,8
488218713,Robin,1168,2,4,2.0,2.0,0,0.0,0.0,2,1.0,1.0,7.06,1.1,8
389425338,Mathias Hasselmann #????????! #DankeWieler,1167,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.06,1.61,8
876286676,AtomWerni,1163,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,7.06,1.79,8
1325130387798941696,HolgerHamburgo,1159,4,15,2.0,3.75,3,1.0,0.75,2,0.0,0.5,7.06,1.1,8
1376082376837767168,The_M?le ? ?,1153,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.05,1.61,8
1429036526776766470,Ungefragt,1147,1,0,0.0,0.0,1,1.0,1.0,3,3.0,3.0,7.05,1.39,8
1155815537647202308,Chrisw ??,1146,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,7.04,2.08,8
90966455,Kevin H Larkin,1137,1,0,0.0,0.0,1,1.0,1.0,3,3.0,3.0,7.04,1.39,8
1129848203409547264,Xian*extrem traurig und besorgt*,1136,1,25,25.0,25.0,0,0.0,0.0,2,2.0,2.0,7.04,1.1,8
56469557,Gregor Brand,1129,2,10,5.0,5.0,1,0.5,0.5,8,4.0,4.0,7.03,2.2,8
18304621,Frau Haselmayer (she/her),1121,1,10,10.0,10.0,1,1.0,1.0,6,6.0,6.0,7.02,1.95,8
750334370926460928,da Chiemgauer,1119,2,60,30.0,30.0,1,0.5,0.5,3,1.5,1.5,7.02,1.39,8
1131180187754913793,Darb?les??#FreeLina,1117,2,0,0.0,0.0,2,1.0,1.0,8,4.0,4.0,7.02,2.2,8
1003309907012149256,massimo,1116,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,7.02,1.79,8
3620591362,Nanette Conway,1113,1,0,0.0,0.0,1,1.0,1.0,10,10.0,10.0,7.02,2.4,8
1311487490,Feuerruepel ?????3x???,1111,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.01,1.61,8
964856420549189633,R.Bär,1111,1,6,6.0,6.0,0,0.0,0.0,3,3.0,3.0,7.01,1.39,8
1226181736058564610,Gnillih67,1111,1,0,0.0,0.0,1,1.0,1.0,12,12.0,12.0,7.01,2.56,8
883008615145246720,André F.,1110,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,7.01,1.61,8
1146782084717076480,Zeidgenosse,1110,1,27,27.0,27.0,0,0.0,0.0,3,3.0,3.0,7.01,1.39,8
783313458842435584,Jens Lindner,1107,1,0,0.0,0.0,1,1.0,1.0,3,3.0,3.0,7.01,1.39,8
589100496,Kommafee,1104,1,10,10.0,10.0,0,0.0,0.0,3,3.0,3.0,7.01,1.39,8
1261347536218005505,Kitty Miau?,1102,3,6,0.0,2.0,2,1.0,0.67,3,0.0,1.0,7.01,1.39,8
363665148,Petra Geyer,1100,1,0,0.0,0.0,1,1.0,1.0,11,11.0,11.0,7.0,2.48,8
134263409,Gerhard Bröthaler,1099,1,10,10.0,10.0,0,0.0,0.0,2,2.0,2.0,7.0,1.1,8
416417755,max xaine,1096,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,7.0,1.1,8
428155591,lou2delta ??,1095,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,7.0,2.2,8
532868837,Die PARTEI Lev,1094,1,0,0.0,0.0,1,1.0,1.0,11,11.0,11.0,7.0,2.48,8
17793117,StopEndlessWar,1092,2,2,1.0,1.0,1,0.5,0.5,2,1.0,1.0,7.0,1.1,8
1256227458233307137,#DieMaskeBleibtAuf #FreedomDayStoppen #StopPutin,1092,1,0,0.0,0.0,1,1.0,1.0,10,10.0,10.0,7.0,2.4,8
3958513936,Wolmuts,1085,2,0,0.0,0.0,2,1.0,1.0,7,3.5,3.5,6.99,2.08,8
742796076093198341,Bertha Boronda ??,1083,2,0,0.0,0.0,2,1.0,1.0,2,1.0,1.0,6.99,1.1,8
92816203,Boris Duncoff ? weder geimpft noch kastriert.,1079,1,0,0.0,0.0,1,1.0,1.0,2,2.0,2.0,6.98,1.1,8
243088609,Marion Holy,1078,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,6.98,2.2,8
16865551,C-RadaR,1062,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,6.97,1.61,8
4834750030,Mashhadi,1062,2,0,0.0,0.0,2,1.0,1.0,10,5.0,5.0,6.97,2.4,8
782349601059790848,BASTET-4711,1060,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.97,2.08,8
893346306,jochen schuler,1058,4,25,5.0,6.25,2,0.5,0.5,5,0.0,1.25,6.97,1.79,8
1235119614004211712,Uli Jahn ???,1058,4,12,1.5,3.0,4,1.0,1.0,2,0.5,0.5,6.97,1.1,8
1083008787420758016,Plan_G,1053,1,0,0.0,0.0,1,1.0,1.0,11,11.0,11.0,6.96,2.48,8
1297170782003625984,Tango Uniform,1053,2,30,15.0,15.0,1,0.5,0.5,3,1.5,1.5,6.96,1.39,8
1291340014320791553,Mieke,1052,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,6.96,1.79,8
121851569,nick,1050,1,19,19.0,19.0,0,0.0,0.0,2,2.0,2.0,6.96,1.1,8
1208006341291323392,"Jaaah, jaaah, Meisterrr.",1043,2,0,0.0,0.0,2,1.0,1.0,7,3.5,3.5,6.95,2.08,8
976150304273129474,Arthur Buchholz,1040,2,1,0.5,0.5,2,1.0,1.0,2,1.0,1.0,6.95,1.1,8
1297197140045967361,Kelvin Walker,1036,2,1,0.5,0.5,2,1.0,1.0,4,2.0,2.0,6.94,1.61,8
1258746613729763328,Sander Henning,1035,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.94,1.95,8
1279902570866245637,Oliver Schmidt,1029,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,6.94,2.2,8
1411261254178639880,Amy Siska van Halen ??,1015,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.92,1.95,8
1278628755607629826,KlausMeier,1009,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,6.92,2.3,8
869845663814647808,Stefan Keppeler,1008,1,142,142.0,142.0,1,1.0,1.0,3,3.0,3.0,6.92,1.39,8
1017851364284694528,B.,1005,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.91,2.08,8
122448186,Anne ???,1004,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,6.91,2.3,8
1358142133983735810,???niels Kattuk,1004,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,6.91,1.79,8
1371633375317008385,Maurice Maurice (The Pink headed Woodpecker),996,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.9,1.95,8
1295042617227587584,Isobel,994,1,0,0.0,0.0,1,1.0,1.0,4,4.0,4.0,6.9,1.61,8
772137492829073408,James Logan Howlett,987,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,6.9,2.2,8
36628087,Jörg Wipplinger,979,1,0,0.0,0.0,1,1.0,1.0,10,10.0,10.0,6.89,2.4,8
2346815750,Matthias Schwarz,974,1,12,12.0,12.0,0,0.0,0.0,4,4.0,4.0,6.88,1.61,8
955752186163720193,R. Grazer ?? ? Z,966,1,18,18.0,18.0,1,1.0,1.0,7,7.0,7.0,6.87,2.08,8
1125400887176900608,Arthurs Gesetz,965,2,2,1.0,1.0,2,1.0,1.0,4,2.0,2.0,6.87,1.61,8
1355201425844932612,SimonneR,965,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,6.87,1.79,8
3391936557,Frau Mensch ?,963,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.87,1.95,8
1100487609225220097,Novoklar?tief aus dem Kaninchenbau?,961,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.87,2.08,8
1213095316657860608,JuCali,961,1,3,3.0,3.0,1,1.0,1.0,3,3.0,3.0,6.87,1.39,8
106043935,®? ?? ?? ??,951,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,6.86,2.3,8
1345440258536722433,Siranda,949,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.86,2.08,8
1305891915125096448,abrdn Deutschland,945,1,16,16.0,16.0,0,0.0,0.0,4,4.0,4.0,6.85,1.61,8
65911127,Doro Böhm ??,938,2,0,0.0,0.0,2,1.0,1.0,6,3.0,3.0,6.84,1.95,8
1272451027892125696,Nicole Kippels NRW ???#TeamKinderschutz,935,1,76,76.0,76.0,1,1.0,1.0,8,8.0,8.0,6.84,2.2,8
3304445895,Klaus Oppitz,933,2,22,11.0,11.0,0,0.0,0.0,5,2.5,2.5,6.84,1.79,8
1389158880257642496,Lupon 07,930,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.84,2.08,8
3096263684,Henry Harrell,919,1,0,0.0,0.0,1,1.0,1.0,10,10.0,10.0,6.82,2.4,8
1243979709974745089,Ned Rise,914,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.82,2.08,8
1297894811828183040,~Tilde #Gartenzaun,913,1,0,0.0,0.0,1,1.0,1.0,5,5.0,5.0,6.82,1.79,8
3948362483,Peter Ebelsberger,904,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.81,1.95,8
1178029232540266496,Yoshi ???????????,904,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.81,1.95,8
1170364030571220992,Uwe ??? Ich mach jetzt nicht mehr mit !!!!!!,896,3,2,0.0,0.67,3,1.0,1.0,8,1.0,2.67,6.8,2.2,8
4794903482,Stephanie,893,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.8,2.08,8
39264326,069H8?sU,885,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,6.79,2.2,8
1244681480305025027,Herr_Lehmann,873,5,25,2.0,5.0,3,1.0,0.6,6,0.0,1.2,6.77,1.95,8
2476259760,Juli ? #wirsindmehr #weidelmussweg #fckafd,872,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,6.77,2.3,8
730792422041632768,Edward DurchseuchungOhneUns,871,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.77,1.95,8
1458027803388022785,CaWaCu,871,1,0,0.0,0.0,1,1.0,1.0,9,9.0,9.0,6.77,2.3,8
166948485,schmelanie marmann,869,3,13,5.0,4.33,2,1.0,0.67,6,0.0,2.0,6.77,1.95,8
1239311239534305285,yrr,869,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.77,1.95,8
52683525,Alex,868,3,2,0.0,0.67,2,1.0,0.67,6,2.0,2.0,6.77,1.95,8
942063501039886338,TJ Patriot,868,2,0,0.0,0.0,2,1.0,1.0,6,3.0,3.0,6.77,1.95,8
1329806529046908938,happyness??? ????,847,3,0,0.0,0.0,2,1.0,0.67,9,3.0,3.0,6.74,2.3,8
1241490587578249221,Toyota Corona 2000 Station Wagon,837,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.73,1.95,8
171845093,Kris,817,1,0,0.0,0.0,1,1.0,1.0,8,8.0,8.0,6.71,2.2,8
14066393,Thomas Bohn,805,1,0,0.0,0.0,1,1.0,1.0,6,6.0,6.0,6.69,1.95,8
73925475,Laleh,794,1,14,14.0,14.0,0,0.0,0.0,7,7.0,7.0,6.68,2.08,8
978895503323815939,??????? Dominik ??????,789,1,0,0.0,0.0,1,1.0,1.0,7,7.0,7.0,6.67,2.08,8
127937866,Andrea ?andová,771,1,23,23.0,23.0,0,0.0,0.0,8,8.0,8.0,6.65,2.2,8
4756239382,Anni Mausis Klara Name,763,2,0,0.0,0.0,2,1.0,1.0,7,3.5,3.5,6.64,2.08,8
1392794776374849538,Johannes der #Coronakurier_,760,9,16,1.0,1.78,7,1.0,0.78,7,1.0,0.78,6.63,2.08,8
1856766506,Nicole Schöndorfer,27970,1,0,0.0,0.0,1,1.0,1.0,26,26.0,26.0,10.24,3.3,7
24646757,Ryan O'Connor,26581,1,155,155.0,155.0,1,1.0,1.0,33,33.0,33.0,10.19,3.53,7
1158653651361161216,Thomas Walach,26141,1,331,331.0,331.0,0,0.0,0.0,26,26.0,26.0,10.17,3.3,7
526262684,Miriam Hollstein,25542,2,26,13.0,13.0,2,1.0,1.0,24,12.0,12.0,10.15,3.22,7
86384980,Chris Selley,24761,1,195,195.0,195.0,1,1.0,1.0,41,41.0,41.0,10.12,3.74,7
23929169,Dr. Michael Blume,24713,4,185,59.0,46.25,4,1.0,1.0,22,5.0,5.5,10.12,3.14,7
1110886516061032448,Oliver Rautenberg,23666,2,148,74.0,74.0,1,0.5,0.5,22,11.0,11.0,10.07,3.14,7
168790724,SVP Schweiz,22575,1,144,144.0,144.0,0,0.0,0.0,35,35.0,35.0,10.02,3.58,7
4258786649,Gegen die AfD,22413,3,173,0.0,57.67,2,1.0,0.67,30,8.0,10.0,10.02,3.43,7
1242584614260158464,Criticaster1960,22400,2,66,33.0,33.0,0,0.0,0.0,21,10.5,10.5,10.02,3.09,7
398058033,Michael Jungwirth,22182,1,313,313.0,313.0,0,0.0,0.0,41,41.0,41.0,10.01,3.74,7
178680931,Markus Sulzbacher,22130,1,0,0.0,0.0,1,1.0,1.0,50,50.0,50.0,10.0,3.93,7
944593203000500227,JD ??,22046,1,214,214.0,214.0,0,0.0,0.0,47,47.0,47.0,10.0,3.87,7
2435691,Alf Frommer,21342,1,323,323.0,323.0,0,0.0,0.0,21,21.0,21.0,9.97,3.09,7
75235241,Paul Schuierer-Aigner,21266,1,208,208.0,208.0,0,0.0,0.0,26,26.0,26.0,9.96,3.3,7
582739459,Anonleaks?,20904,1,183,183.0,183.0,0,0.0,0.0,28,28.0,28.0,9.95,3.37,7
768976342369071105,Tara Moriarty,20614,1,142,142.0,142.0,0,0.0,0.0,60,60.0,60.0,9.93,4.11,7
26992475,Edzard Ernst,20388,2,0,0.0,0.0,2,1.0,1.0,58,29.0,29.0,9.92,4.08,7
29963566,Elisabeth Köstinger,19784,1,113,113.0,113.0,0,0.0,0.0,23,23.0,23.0,9.89,3.18,7
1694715510,Tim Hayward,19364,1,65,65.0,65.0,0,0.0,0.0,36,36.0,36.0,9.87,3.61,7
247222032,Oliver Das Gupta,19334,2,134,67.0,67.0,0,0.0,0.0,22,11.0,11.0,9.87,3.14,7
244567207,Robert Wagner,19265,3,382,26.0,127.33,2,1.0,0.67,80,10.0,26.67,9.87,4.39,7
1042022215057911808,Der Toxikologe,18552,4,99,8.0,24.75,4,1.0,1.0,23,2.0,5.75,9.83,3.18,7
4503539854,Kultusministerium BW,18494,2,48,24.0,24.0,1,0.5,0.5,21,10.5,10.5,9.83,3.09,7
1174239882,Dominik Scharpf,18476,5,581,81.0,116.2,2,0.0,0.4,66,12.0,13.2,9.82,4.2,7
5401622,Ronnie Grob,17622,1,150,150.0,150.0,0,0.0,0.0,41,41.0,41.0,9.78,3.74,7
724509927952277504,Hendrik Wüst,17352,1,221,221.0,221.0,0,0.0,0.0,37,37.0,37.0,9.76,3.64,7
857105270,Julius Betschka,17125,1,90,90.0,90.0,0,0.0,0.0,21,21.0,21.0,9.75,3.09,7
495265607,Elvira Rosert,16954,1,234,234.0,234.0,1,1.0,1.0,44,44.0,44.0,9.74,3.81,7
1672748778,Die Mim,16488,1,474,474.0,474.0,0,0.0,0.0,47,47.0,47.0,9.71,3.87,7
1355812419185094656,Invisible Girl???,16486,2,223,111.5,111.5,1,0.5,0.5,70,35.0,35.0,9.71,4.26,7
21187876,Matthias Cremer,16159,1,957,957.0,957.0,0,0.0,0.0,57,57.0,57.0,9.69,4.06,7
1218947359033393153,Dr. Dr. Rainer Zitelmann,16115,1,309,309.0,309.0,0,0.0,0.0,33,33.0,33.0,9.69,3.53,7
607314996,ACDP South Africa,16083,1,174,174.0,174.0,0,0.0,0.0,82,82.0,82.0,9.69,4.42,7
2997994886,Gal.G? ??,15965,1,238,238.0,238.0,0,0.0,0.0,104,104.0,104.0,9.68,4.65,7
275205326,"Alexey Weiss, MD ????",15835,1,129,129.0,129.0,0,0.0,0.0,27,27.0,27.0,9.67,3.33,7
23925926,Philippe Wampfler,15741,1,159,159.0,159.0,0,0.0,0.0,40,40.0,40.0,9.66,3.71,7
1402793083,Günter Klein,15684,1,194,194.0,194.0,0,0.0,0.0,21,21.0,21.0,9.66,3.09,7
1359846056,Rési,15624,1,288,288.0,288.0,0,0.0,0.0,32,32.0,32.0,9.66,3.5,7
1156537447364333568,The Binder Lab,15568,2,235,117.5,117.5,2,1.0,1.0,35,17.5,17.5,9.65,3.58,7
2994558921,Norbert Häring,15560,1,338,338.0,338.0,0,0.0,0.0,94,94.0,94.0,9.65,4.55,7
20702508,Karen Piper,15059,1,391,391.0,391.0,0,0.0,0.0,85,85.0,85.0,9.62,4.45,7
778536555359178753,Antiautoritärer Impfpräsident,15038,1,0,0.0,0.0,1,1.0,1.0,51,51.0,51.0,9.62,3.95,7
1851023564,?? Beuteltier ??,14961,1,0,0.0,0.0,1,1.0,1.0,84,84.0,84.0,9.61,4.44,7
580000094,Korallenherz,14828,3,0,0.0,0.0,3,1.0,1.0,109,37.0,36.33,9.6,4.7,7
78740665,Justine Peres Smith,14697,1,144,144.0,144.0,0,0.0,0.0,23,23.0,23.0,9.6,3.18,7
64660447,Dodi Rains??,14565,1,1005,1005.0,1005.0,0,0.0,0.0,94,94.0,94.0,9.59,4.55,7
1043457866244517893,Nurder Koch,14484,1,260,260.0,260.0,0,0.0,0.0,76,76.0,76.0,9.58,4.34,7
1009892540114403328,The Florida Phoenix,14459,1,63,63.0,63.0,0,0.0,0.0,25,25.0,25.0,9.58,3.26,7
873935508,???Cholli Brehm ?? ?? ? ????????,14413,1,0,0.0,0.0,1,1.0,1.0,84,84.0,84.0,9.58,4.44,7
614186210,john campbell,14270,1,271,271.0,271.0,0,0.0,0.0,140,140.0,140.0,9.57,4.95,7
3969351,Mela Eckenfels,13773,2,0,0.0,0.0,2,1.0,1.0,101,50.5,50.5,9.53,4.62,7
345371209,Sr?an Luki?,13626,1,313,313.0,313.0,0,0.0,0.0,48,48.0,48.0,9.52,3.89,7
490668732,Christoph Mörgeli,13523,1,300,300.0,300.0,0,0.0,0.0,95,95.0,95.0,9.51,4.56,7
2364568520,Buerstmayr,13395,1,651,651.0,651.0,0,0.0,0.0,50,50.0,50.0,9.5,3.93,7
804268282643677185,Nicola Werdenigg,13383,2,59,29.5,29.5,1,0.5,0.5,30,15.0,15.0,9.5,3.43,7
26230422,Caryn Lieberman,13133,1,595,595.0,595.0,0,0.0,0.0,47,47.0,47.0,9.48,3.87,7
1276065476041465863,#BildungAberSicher,13125,1,0,0.0,0.0,1,1.0,1.0,41,41.0,41.0,9.48,3.74,7
312489612,Dracon,12675,1,237,237.0,237.0,0,0.0,0.0,23,23.0,23.0,9.45,3.18,7
94021685,Dean Skoreyko,12655,1,358,358.0,358.0,0,0.0,0.0,138,138.0,138.0,9.45,4.93,7
1189660560343863300,Artemi,12618,3,815,185.0,271.67,1,0.0,0.33,262,61.0,87.33,9.44,5.57,7
140398719,Nikolaus Scherak,12575,1,0,0.0,0.0,1,1.0,1.0,28,28.0,28.0,9.44,3.37,7
3616347075,Lydia Lynn,12539,1,0,0.0,0.0,1,1.0,1.0,165,165.0,165.0,9.44,5.11,7
1026369144248254465,Kenneth Meshoe,12520,1,166,166.0,166.0,0,0.0,0.0,68,68.0,68.0,9.44,4.23,7
2912708327,Unterstützer von Gesundheitswesen_in_der_Krise,12453,3,223,91.0,74.33,2,1.0,0.67,63,11.0,21.0,9.43,4.16,7
2896382817,Nikolaus Kern ??,12253,2,421,210.5,210.5,0,0.0,0.0,20,10.0,10.0,9.41,3.04,7
62458253,Mathias Priebe ????? #Priebshow,11741,5,679,35.0,135.8,2,0.0,0.4,172,3.0,34.4,9.37,5.15,7
1952251453,James E.K. Hildreth,11741,1,359,359.0,359.0,1,1.0,1.0,169,169.0,169.0,9.37,5.14,7
1364321748418723843,Holger Kopp,11691,4,867,145.0,216.75,2,0.5,0.5,172,29.0,43.0,9.37,5.15,7
154869468,Heimo Lepuschitz,11597,2,122,61.0,61.0,0,0.0,0.0,19,9.5,9.5,9.36,3.0,7
1882391119,La Rou ! ? ??????????????,11509,1,68,68.0,68.0,0,0.0,0.0,40,40.0,40.0,9.35,3.71,7
52000934,BrightsBlog #FBPE,11492,3,46,6.0,15.33,0,0.0,0.0,21,7.0,7.0,9.35,3.09,7
316015204,Mic de Vries,11485,1,0,0.0,0.0,1,1.0,1.0,40,40.0,40.0,9.35,3.71,7
1380988585671852032,Dr. Gerhard Scheuch,11473,2,213,106.5,106.5,0,0.0,0.0,32,16.0,16.0,9.35,3.5,7
